Accession,Description,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundance: F13: Sample,Abundance: F14: Sample,Abundance: F15: Sample,Abundance: F18: Sample,Abundance: F19: Sample,Abundance: F20: Sample,Abundance: F21: Sample,Abundance: F22: Sample,Abundance: F23: Sample,Abundance: F26: Sample,Abundance: F27: Sample,Abundance: F28: Sample,Abundance: F29: Sample,Abundance: F30: Sample,Abundance: F31: Sample,Abundance: F34: Sample,Abundance: F35: Sample,Abundance: F36: Sample,Abundance: F37: Sample,Abundance: F38: Sample,Abundance: F39: Sample,Abundance: F42: Sample,Abundance: F43: Sample,Abundance: F44: Sample,Abundance: F45: Sample,Abundance: F46: Sample,Abundance: F47: Sample,Abundance: F50: Sample,Abundance: F51: Sample,Abundance: F52: Sample,Abundance: F53: Sample,Abundance: F54: Sample,Abundance: F55: Sample,Abundance: F58: Sample,Abundance: F59: Sample,Abundance: F60: Sample,Abundance: F61: Sample,Abundance: F62: Sample,Abundance: F63: Sample,Abundance: F66: Sample,Abundance: F67: Sample,Abundance: F68: Sample,Abundance: F69: Sample,Abundance: F70: Sample,Abundance: F71: Sample,Abundance: F74: Sample,Abundance: F75: Sample,Abundance: F76: Sample,Abundance: F77: Sample,Abundance: F78: Sample,Abundance: F79: Sample,Abundance: F82: Sample,Abundance: F83: Sample,Abundance: F84: Sample,Abundance: F85: Sample,Abundance: F86: Sample,Abundance: F87: Sample,Abundance: F90: Sample,Abundance: F91: Sample,Abundance: F92: Sample,Abundance: F93: Sample,Abundance: F94: Sample,Abundance: F96: Sample
P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,7855.910889,47239.82227,18828.4447,23012.51721,11068.38135,20737.4751,18941.73926,45120.27148,18215.7417,77760.47021,18926.9884,39598.83545,79706.5957,55680.91113,24511.74118,120089.4094,110240.9414,115706.7378,52078.58545,85907.81897,70046.86359,81014.11182,53895.71899,51601.64209,80665.62408,85507.94165,69009.18359,64628.72729,44430.46289,64100.34521,97688.52856,31106.45361,21743.80322,10362.99707,85589.99194,42574.495,87181.81104,66342.73303,66382.62384,62494.62445,91716.88318,50871.26489,67020.54492,40784.84543,107421.4327,44893.82813,73254.14648,122442.5237,23711.03113,48716.48438,15154.68988,37588.19238,19305.1051,33343.27649,23952.59271,35168.26581,20103.35065,17261.37488,24905.43774,39637.56372,88880.42773,89952.18066,68816.35303,113546.1094,79109.24969,98124.07349,74115.84961,10354.88123,67646.25146,6801.31543,6108.676025,136870.8997
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,209970.5395,189469.1717,204612.0753,159185.7734,211232.0469,208203.206,196728.0967,615429.1981,134000.4363,177956.3165,264308.1641,278411.8007,368801.3625,248507.9369,153411.0503,402549.7661,443953.2907,297359.104,134368.909,284021.782,273692.1794,247371.3396,285503.2715,172728.9174,339703.5861,340472.7398,371654.2205,329908.103,239542.4675,299358.2311,304027.3608,217513.2208,73886.48145,39153.70764,308083.5363,188623.8865,287819.27,275253.8645,183434.0201,256895.8845,319887.1098,261582.7452,227256.7698,222518.5745,333512.0744,180373.0345,339607.9873,430598.4341,272743.7809,292614.9572,214781.8055,349328.8952,392592.2275,367246.1289,154779.7034,370084.3817,263418.1841,159352.4554,263125.7302,195748.6461,179381.004,244818.2446,215386.0077,267451.6177,265452.1588,402110.1675,167506.48,160035.4096,140578.8627,161034.4402,266921.2895,284230.144
P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",377008.374,412566.5756,493388.7955,319026.5776,433379.2113,396891.4005,334136.3875,615044.2173,424725.1034,322016.842,627008.1788,527154.9797,745426.7357,527920.7026,337885.1284,1049556.298,813300.5831,448452.2585,367838.3025,598323.3344,522746.6616,589891.1546,471493.8901,476747.6837,593601.1174,519297.14,582879.5664,507951.9139,537904.1109,485144.8281,800759.5707,610346.6429,191255.3914,108920.3457,711152.4666,365982.3006,446414.1285,454017.9192,496293.4023,622292.6855,562621.5848,833677.4971,458130.9899,505351.9287,668357.7188,467688.1805,553849.0708,763645.1431,562623.4509,594884.0464,297953.3201,746404.7188,791968.0146,612049.9676,411457.2242,716396.3998,556706.5687,424110.9273,487060.8569,489625.0965,491628.5251,546836.8201,410774.8324,581799.0812,479285.9917,1051921.81,294655.062,307076.762,383607.7662,291697.0366,213432.9182,609690.5465
P68363,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1,98168.11279,288182.7397,181624.9241,157018.7737,215156.7676,222675.7051,147155.6802,272335.1504,144538.7701,184850.3608,209641.8553,284232.2935,328099.4423,260800.8179,118284.699,812738.0068,419297.854,388154.2285,191825.983,444752.2368,349117.7269,325147.1836,288279.8647,215510.9911,344072.5354,438192.6445,426843.4814,384196.4375,258153.9238,374811.0913,324226.9626,261615.9185,101068.5134,48868.3103,306181.0713,228493.7656,367037.0498,339694.3909,304982.7559,319070.7754,399652.6777,400788.1494,260740.1084,307884.7627,296319.592,354072.4229,270148.6475,545786.751,257352.4119,274379.7795,163900.1997,458739.334,319906.5884,345736.2686,245441.675,343278.6748,245236.8562,177901.0947,306292.5583,220585.0962,344396.9135,289154.2979,241920.2782,361097.0244,335944.1323,469171.3102,219245.1465,141634.0986,224698.2297,105353.1923,124531.9736,389027.6758
Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,136919.5755,145739.8165,138011.6292,101300.7515,160180.2051,143699.0104,94605.2027,194187.9352,133984.6963,64176.39404,172569.2698,156621.9878,224825.8194,210072.2489,68593.46555,324622.245,207594.613,124572.3842,87725.77361,182579.4805,125225.5265,184063.9057,153869.8986,117851.9426,215054.8744,201415.3988,159901.6551,160748.3247,116469.9858,185838.4343,156234.2527,174083.1333,47161.95419,22480.85712,151292.8958,99657.60239,184189.902,127107.8132,171887.9407,128224.0827,216411.3837,183825.557,153145.3502,167477.4727,207168.5809,155006.8342,139783.6958,228353.3982,98292.77356,191543.9134,129112.5806,219470.0303,210937.8409,183877.9015,84813.88406,187753.1253,172122.3161,141125.1505,198795.1143,168370.8723,153636.0397,147368.283,156621.5115,165915.1144,134991.4307,285273.4603,105387.2151,102938.7634,85095.83667,111483.8858,82553.51962,186238.2667
P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,314849.7902,411620.9113,309874.5571,313909.6373,321386.1148,249491.6898,311058.0068,600678.8661,219592.9956,475662.157,415278.5391,330557.5917,454242.3369,443223.0151,226974.8663,1243081.306,809206.4291,640966.7762,133844.3838,695544.1198,363484.1685,843612.2596,468274.6363,471214.5203,897779.6773,486431.9189,752703.1321,807922.2919,416856.6912,853564.1862,755467.4371,516106.3624,139161.5422,84803.06055,716773.767,208858.7017,239847.8544,730223.782,696564.924,472995.4129,618828.1555,433047.3301,531603.9499,612437.7225,603538.3634,411371.8045,453353.5514,828629.7145,681467.5335,687815.3687,478072.2184,755463.7537,440191.7462,472278.6332,591914.2836,729088.2,492906.778,306826.3507,497454.8095,598393.7315,452151.0323,363951.9744,369982.4079,822870.5858,402304.2477,1145879.255,280758.3836,495306.0675,329214.1524,345471.7578,172550.3573,419308.9016
Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,116122.5042,91744.39633,201046.3414,76486.21808,143649.4143,133651.7289,144412.3882,188529.1919,78581.62927,50430.86554,137095.2316,165182.3276,215683.5183,191427.449,61997.26465,238432.7295,301707.2703,135575.3257,158068.8268,206586.6239,163461.2771,163249.2539,152399.5694,151266.4462,269385.8604,219163.3306,200077.01,129908.9187,95941.94153,204867.5754,194657.9073,165174.9875,31652.25388,18986.79825,152895.4502,141996.5282,165418.3942,110304.6264,82951.32932,140622.1342,138932.2664,169915.1084,163066.057,225203.521,120503.4296,127385.8327,169662.2273,251641.3922,133773.9785,206886.1783,73956.12115,242540.8751,251579.3596,158078.5264,80496.44562,167170.7646,174354.1395,155489.2976,159025.9871,110476.1901,166970.1477,149038.9602,115935.5718,101734.2013,189398.6653,258929.3608,127908.6804,79733.56177,79627.99353,119430.1132,45313.7879,165893.9447
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,515250.687,504128.8693,674209.0959,533429.6484,574969.8579,587975.7183,432117.42,810445.4851,369059.6951,512120.1711,811145.7367,569575.9115,1014708.854,821011.3055,510049.3408,2024194.606,1144640.449,1243070.115,715851.4224,992468.6442,1084874.229,1206766.361,785819.2426,445461.2927,864115.164,869865.8235,1438601.655,994264.4836,799743.2308,1086818.536,1136314.511,869909.614,179799.1257,268494.2931,1018738.8,558678.4303,656950.2965,1211195.332,1442202.122,798938.2563,629975.6289,818312.1437,526781.7999,926966.3953,1221033.123,588453.2854,580300.1368,988352.7292,1417451.74,1001312.612,654581.1231,911496.8667,921165.5738,673498.2201,907877.6186,1381234.08,611351.179,578658.6731,728846.5173,838360.4021,594768.8064,672588.8629,877691.7743,895090.7914,708055.8516,1456611.919,634339.5045,786130.5586,630723.4028,373118.0623,621810.8257,1016624.779
P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6",3549.000153,18234.06226,5640.020691,3774.187454,10004.95407,7575887.087,6106.10907,10093.39575,48077.43793,2741.600677,117825.6962,46474.1958,3993.9729,5134.201233,62109.07333,5058.201324,24232.38928,49132.29718,6071.711426,43327.36206,77071.08484,12501.18567,11203.98975,7183.700592,2713.803558,3951.78421,3075.965057,5028.364929,4979.094574,5846.138428,104989.5435,3342.40921,374.6121826,2379.812683,5131.518982,4917.2547,148346.3845,28962.30157,2356.919556,4106.360657,31493.55322,56517.87915,134980.9944,4464.401413,3291.950775,33510.81174,42363.57129,20467.67316,27901.69052,3432.56781,2788.197784,4390.671753,13391.13174,29809.7688,4038.069336,67152.70581,3751.230743,2886.650482,25030.60669,58561.63623,5976.208038,2623.528564,91320.75507,2454.12088,568.5449219,2192.89447,3820.042999,4319.782898,5619.36087,3213.305481,17416.69522,19080.06677
P19338,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,536662.1494,536284.4559,744075.2857,444076.5565,628689.658,439977.696,488734.934,803125.1052,450707.1217,483663.2467,852725.3257,708447.4514,1017061.67,798139.8906,447478.4485,1415452.71,1105972.498,679263.5681,547858.707,809513.6033,760116.6431,849421.7546,661747.7466,632714.072,891589.9213,878445.9061,958419.7365,626541.7165,656160.5333,771858.7548,889352.1483,771200.8019,255249.5287,162612.1653,892601.4398,503388.0863,656169.7356,651802.0766,651630.0028,786865.7308,828877.0891,913109.4958,624060.1818,726736.7759,776683.1453,449026.7247,682919.4236,973304.3709,826656.6465,848035.3936,435879.127,933109.0605,953443.7092,719144.1638,556928.7486,981019.6401,722763.4116,539831.5452,650555.3613,636340.2653,689594.4854,669676.9294,510193.7504,715314.2657,630851.438,1154850.954,554819.9334,456027.8243,617985.4483,415553.4701,387480.5213,759771.4684
P08727,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",21351.517,56197.04016,43212.87433,12361.9501,24202.6145,43859.8924,18983.1908,125392.6907,93592.24829,90038.21057,120262.3154,90198.58667,75335.43542,42806.40967,18085.02597,430418.2912,130811.4631,156749.7335,11824.62878,51586.13055,8447.199127,162089.8295,117613.4702,116069.775,72467.50565,50343.77991,73171.43317,360801.7328,79208.12396,37287.29834,300842.1082,26472.21478,5775.192871,3577.40683,204784.1143,30171.35388,33319.36871,85230.41699,32062.51715,147131.6744,59962.32471,194937.9124,28427.73181,66377.27979,37104.65381,51490.16449,73795.24695,125064.1218,106231.335,100474.8385,46607.23071,177093.0713,76637.65735,88153.39056,184666.5379,106247.5869,67883.60498,58017.77216,59610.55762,69678.01556,105901.34,42201.52673,75241.67572,135329.7349,40277.54541,222398.1231,7696.196869,128487.3972,62613.78699,35984.57092,14234.06146,103111.5527
P11142,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1,533963.2283,466362.0692,615299.6503,327477.1561,507533.8339,467965.5544,539476.5553,806030.2087,397642.9283,336969.4631,645206.4179,668713.0422,968091.1497,732822.6976,371297.5595,1496165.946,1062175.735,488935.8948,691282.9138,858841.0207,652522.2676,896774.9155,578333.4947,510887.6904,936818.6407,926068.89,851273.4155,589412.1605,579404.6259,709459.2307,811404.8611,656420.698,186232.2257,135545.9639,700976.1055,574538.2429,693081.101,522970.6548,578409.0756,846816.8301,679143.4571,813017.668,679731.188,699291.4233,838264.5735,503849.2216,601773.7449,1034179.135,719901.3928,766884.7432,385168.7571,981502.7029,763589.6106,830114.2392,390230.8315,814401.6289,679433.1267,486765.3611,647627.5991,575672.7002,658888.6682,608114.8108,462034.4961,583820.7378,646310.3711,1028275.948,495460.626,327385.035,440424.2402,380458.6815,397151.2408,710846.5795
P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,7266.901611,9789.337036,4740.533203,1932.284668,15347.4231,3163.206055,3016.947266,3176.753296,12781.71008,1946.61792,25629.95605,12166.71265,3197.733643,25370.38031,2841.270996,51413.14893,49511.74194,35181.11914,14884.45752,34605.98218,15844.24762,3557.710938,26544.56567,6517.259277,10446.8342,26202.45447,24168.88477,31616.41797,71550.90332,6924.198975,21113.69434,15331.02686,8576.034912,3437.143311,25683.06689,3362.889893,27843.74609,27960.87402,9015.300781,7985.663574,21960.64307,33974.1416,18817.51563,4007.811279,14431.74219,14590.76709,17885.74268,60152.22607,24354.44141,6104.129883,11093.00244,16482.0542,14684.83447,11941.01855,13850.31738,20641.43115,15402.30371,8342.120117,5493.35791,4652.623047,28022.66919,26304.99365,24252.43701,23102.28906,18135.99512,46121.83203,22690.73779,8060.366211,18887.74634,3227.414795,13942.38818,44745.39746
P05455,Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2,138487.948,162224.7043,223606.0244,113611.428,186802.6863,212297.9216,181294.3466,292312.8434,141541.6128,150334.6481,314550.3875,229232.153,393993.1823,265004.3639,197865.9286,448528.7586,319221.5957,226096.2802,246636.999,301276.3652,300331.4164,307131.5305,274473.1658,152829.9771,350602.4284,345990.8597,358749.9713,270213.7286,258836.5574,335553.0714,380308.9074,308233.9865,51932.17596,27483.51944,339457.4614,216813.2593,228117.3721,328139.6389,88229.98694,351845.3641,254547.0207,271663.8236,213271.2273,238923.6041,294753.1433,256229.2054,313927.4329,339465.4684,284032.6298,345858.88,227246.9893,327789.6458,359685.7195,365943.624,148926.3426,369380.4083,289422.9474,233498.2119,315375.8499,79939.11856,150703.406,165146.2015,263169.5858,289564.8802,315707.0589,455712.92,111375.3135,173996.918,157503.9122,176333.484,185367.3851,248265.3274
P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,495022.8924,370033.4273,812210.8826,416472.7136,636989.282,397247.0766,597151.9946,772956.8207,480002.1361,805034.2444,917795.37,906481.7968,720608.8856,532222.7458,430531.6587,1299195.943,1030738.124,843779.5798,360219.7075,973225.6749,961524.8425,928490.3806,519573.0153,478380.7154,676899.7068,1073550.682,1362941.716,468175.7383,398838.2587,1094395.077,930549.874,645321.0074,168357.2397,257081.8987,746913.589,433583.5642,552719.6268,868361.806,893686.3052,560176.1339,767647.8279,731130.4362,513248.1863,841668.8528,626965.3482,422932.368,421962.019,1249166.028,990582.136,1317737.323,589957.905,1052178.161,1188980.327,934079.631,830277.5608,1172203.212,598916.6595,311195.8979,583996.5551,842685.5691,455915.9173,519546.7387,525571.3856,943302.071,477973.8342,899161.4626,644898.6551,593988.1359,477248.2575,372382.6574,458880.7742,698950.0049
Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,64910.55829,62869.54401,132213.7381,86148.66119,120662.957,114520.0597,92273.26929,114131.0693,85303.99457,66365.66559,156301.9912,114101.27,232360.6887,134402.2002,73288.00153,233473.7727,181935.5024,104940.4955,102720.6769,109949.4136,114981.4542,131085.2894,146733.9587,90995.862,175942.5901,176419.6445,106361.67,113200.8434,88512.19226,143228.0986,120506.451,95376.11212,25012.64395,19292.98459,128158.146,83366.38141,124874.7725,83569.46414,98080.01965,145782.1003,123962.2435,159326.4213,77378.6925,134375.8775,165011.7478,75189.29114,175374.3677,206999.302,99154.22974,151810.4072,81173.18024,121640.6266,171301.4534,397718.3674,53281.93829,113486.6999,140462.6923,98077.7981,151504.8504,60321.52008,90022.2395,126442.5538,96370.56842,179783.7232,121409.2833,122330.6742,62398.44763,49809.18518,84821.00403,87712.50415,35465.36951,150925.7556
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,309329.2898,220038.5454,224314.8268,224383.9349,214878.9144,202431.1914,192799.9602,291870.0001,142102.2842,84420.06934,264419.7858,246761.4374,275715.1826,276365.0106,106951.7429,281704.6758,280848.381,222494.3279,297170.3746,207662.5046,340253.3872,199888.4751,276983.1282,189505.4727,298866.1863,246249.5153,307873.6539,199728.1236,160798.3177,345280.2451,243024.2478,275886.0388,53588.22302,34974.14047,185156.3044,172217.9249,233666.6082,204938.3237,318518.8069,164101.6608,355731.6409,169364.9574,174542.1112,331969.2715,304561.9402,184464.7404,246646.8704,377562.848,293421.2124,212081.1863,167170.8542,207398.0298,333633.0063,317399.3409,187872.792,249953.2433,307534.4177,234540.4546,248429.5149,252234.5605,177483.6079,188260.2638,221186.496,253104.1621,236079.8853,308837.0297,127336.6198,114504.6463,90181.42578,205423.216,99679.98151,193691.5419
P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",154145.8827,193236.7336,194755.8367,143382.7784,228492.694,191674.6299,148151.08,277219.5107,210893.4854,155982.9108,212121.7151,287424.5012,308486.2279,228132.715,126966.6937,563346.6523,366576.6907,201860.817,161456.601,223050.8374,221788.7314,248921.338,231861.0063,150777.2943,232707.8141,243598.8228,267416.8612,198175.662,189769.0632,231708.1981,302777.5526,263745.7276,85844.09625,50654.89383,301380.7547,138946.291,252179.3025,184709.4802,249757.3462,215155.6365,221734.7372,324401.533,169640.5103,221066.2463,341945.2284,206386.0779,217215.6573,325923.2371,218308.2405,233309.6558,173063.9656,235051.6185,360470.3723,293248.0668,151624.618,303503.9521,202480.6559,178902.7288,232982.682,237845.9681,202244.8353,198658.8533,161110.7788,248285.1544,193108.4496,385540.3323,134459.4094,133396.0225,168276.1363,133566.2115,141417.6204,291598.3461
P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1",549850.4672,1034646.667,869229.5882,449340.2981,656661.9784,543196.7618,582272.9502,836940.0212,438453.6067,662476.8539,764972.4507,929668.6489,917510.9888,867932.5923,472282.2473,1886936.643,1636070.105,1207700.865,957746.5847,918069.7754,896579.4514,942798.1382,1050335.794,958930.2071,1081083.023,1024233.867,1399689.504,857883.575,625510.1182,1010050.395,1335034.236,956023.7684,252267.0566,195852.4189,2004070.857,609174.5608,715233.4369,978928.343,1094764.942,948315.6038,897348.8506,1082412.476,977239.0623,812755.3225,1062927.556,769150.1862,655444.043,1474589.845,1405166.824,1046471.582,539438.3235,1434518.268,1524891.294,1243375.765,677651.0863,1213758.447,878244.6998,653126.1514,944545.4836,807330.1948,917057.2017,656822.9355,549673.6179,1124680.32,976060.7227,1909434.46,709824.006,685092.4922,501833.2598,426771.0178,819878.2628,1080520.226
P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,105466.8503,76504.55209,117038.3527,59703.28482,99874.59628,92232.58643,106806.5534,141899.5305,66861.28381,59720.35071,102376.9171,114663.5039,182871.3176,129049.73,55151.59561,227402.6091,190537.7316,96626.83875,115376.535,136224.4949,135013.0524,155877.9485,136738.768,109352.0162,158697.2339,139912.6025,126939.631,103252.9601,80114.23102,135045.0603,148168.1613,116997.2454,24973.58432,13506.30066,118109.5643,84997.7627,100193.7605,84172.72992,126275.298,91468.38095,111845.9091,134539.7572,99879.70935,122073.8246,140248.699,101360.1843,100506.6873,201663.2263,118904.0275,129400.1514,86729.6192,135418.1045,190550.681,118907.293,60398.05603,150295.7191,126974.7439,98099.48715,117222.9185,100043.4847,65881.651,100342.1476,90764.00751,100542.7662,123295.9039,177673.6783,62043.73987,62601.53412,52779.62341,70909.85327,76435.43793,119834.8324
P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,37928.7001,31482.71201,58261.90442,34016.77771,27600.28125,61138.44965,55384.28082,68993.86292,44357.02341,55977.21826,44684.14038,47084.87964,46943.10693,48798.43024,20126.91937,110554.0181,134892.4819,59724.78732,19119.16504,63198.10327,35276.11597,71169.46985,51108.34863,59913.25964,94245.2644,92697.12012,67753.02417,38177.50464,39868.81824,61497.91406,54001.20068,46473.22162,11816.33664,2686.510345,49648.31622,24103.88995,34054.54688,62394.36603,22264.85767,49001.86603,67621.64355,56981.46143,53917.11786,46805.73792,25059.54559,23401.16925,52760.09729,122760.0965,66065.42261,72187.59363,27163.32864,80875.8208,81113.35059,71483.68286,93274.27881,53095.2926,48698.37561,37985.67047,29685.8479,15889.319,41223.7757,55560.05267,26446.8463,89042.86572,69677.89783,107593.7577,49319.93182,29721.59058,30952.26807,73705.64221,34787.76111,52591.84033
P12277,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,110716.9169,153801.0317,169546.2216,71852.00476,157341.5223,132163.442,131167.1298,292398.5776,101102.2847,130167.7688,165012.7547,191323.5198,328917.8175,138889.6501,89458.52094,325125.0745,536993.1025,193343.5879,149862.4823,309526.5168,207833.1544,235260.8998,252022.549,156192.666,326646.0653,340264.0118,257279.0719,214510.5571,109505.0701,266035.7787,370087.9357,195544.7844,58532.75336,40263.98218,273283.6846,248457.618,246118.0677,249639.3414,158591.4746,208179.0604,269904.9984,255071.3813,203748.4827,219245.6502,252878.3569,128571.7566,146898.5977,431022.8145,167665.1134,153712.8282,141021.7568,215792.6716,324892.6542,321568.1542,82656.47748,173507.8226,306055.9998,136638.7216,210277.2395,123974.0973,180460.6022,176122.3629,199942.921,204909.6013,165241.6716,384817.4563,137391.4216,62069.79077,133623.8291,89592.14758,104296.8385,315531.8811
